GeneSymbol	GeneID	ChemicalName	ChemicalID	CasRN	Interaction	InteractionActions	PubMedIDs
TXN2	25828	Arsenic	D001151	7440-38-2	Arsenic affects the methylation of TXN2 gene	affects^methylation	25304211
TXN2	25828	Arsenic Trioxide	D000077237	1327-53-3	Arsenic Trioxide results in increased oxidation of TXN2 protein	increases^oxidation	26975474
TXN2	25828	Auranofin	D001310	34031-32-8	Auranofin results in increased oxidation of TXN2 protein	increases^oxidation	26975474
TXN2	25828	Bandrowski's base	C051597	20048-27-5	Bandrowski's base results in increased expression of TXN2 mRNA	increases^expression	20566472
TXN2	25828	Bortezomib	D000069286		abexinostat promotes the reaction [Bortezomib results in decreased expression of TXN2 mRNA]	decreases^expression|increases^reaction	19417023
TXN2	25828	Bosentan	D000077300	147536-97-8	Bosentan results in decreased expression of TXN2 mRNA	decreases^expression	29761207
TXN2	25828	Cadmium Chloride	D019256	10108-64-2	Cadmium Chloride results in increased oxidation of TXN2 protein	increases^oxidation	16337887
TXN2	25828	Calcium	D002118	7440-70-2	TXN2 protein results in decreased susceptibility to Calcium	decreases^response to substance	18550601
TXN2	25828	chromium hexavalent ion	C074702	18540-29-9	chromium hexavalent ion results in decreased expression of TXN2 mRNA	decreases^expression	29069462
TXN2	25828	chromium hexavalent ion	C074702	18540-29-9	chromium hexavalent ion results in decreased expression of TXN2 protein	decreases^expression	29069462
TXN2	25828	chromium hexavalent ion	C074702	18540-29-9	chromium hexavalent ion results in increased oxidation of TXN2 protein	increases^oxidation	19703554|20883776|21237240
TXN2	25828	chromium hexavalent ion	C074702	18540-29-9	tris(2-carboxyethyl)phosphine inhibits the reaction [chromium hexavalent ion results in increased oxidation of TXN2 protein]	decreases^reaction|increases^oxidation	19703554
TXN2	25828	cinnamyl alcohol	C020722	104-54-1	cinnamyl alcohol results in increased expression of TXN2 mRNA	increases^expression	20566472
TXN2	25828	Cisplatin	D002945	15663-27-1	Cisplatin results in increased expression of TXN2 mRNA	increases^expression	27392435
TXN2	25828	cobaltous chloride	C018021	7646-79-9	cobaltous chloride results in decreased expression of TXN2 mRNA	decreases^expression	19376846
TXN2	25828	Cyclosporine	D016572	59865-13-3	Cyclosporine results in decreased expression of TXN2 mRNA	decreases^expression	20106945
TXN2	25828	Diamide	D003958	10465-78-8	Diamide results in increased oxidation of TXN2 protein	increases^oxidation	26975474
TXN2	25828	Dinitrochlorobenzene	D004137	97-00-7	Dinitrochlorobenzene results in increased expression of TXN2 mRNA	increases^expression	20566472
TXN2	25828	Dinitrochlorobenzene	D004137	97-00-7	Dinitrochlorobenzene results in increased oxidation of TXN2 protein	increases^oxidation	26975474
TXN2	25828	Disulfiram	D004221	97-77-8	Disulfiram results in increased expression of TXN2 mRNA	increases^expression	20566472
TXN2	25828	Doxorubicin	D004317	23214-92-8	Doxorubicin results in increased expression of TXN2 mRNA	increases^expression	29803840
TXN2	25828	Environmental Pollutants	D004785		Environmental Pollutants affects the expression of TXN2 mRNA	affects^expression	19118595
TXN2	25828	Etoposide	D005047	33419-42-0	TXN2 protein results in decreased susceptibility to Etoposide	decreases^response to substance	12080052
TXN2	25828	Eugenol	D005054	97-53-0	Eugenol results in increased expression of TXN2 mRNA	increases^expression	20566472
TXN2	25828	Flame Retardants	D005411		Flame Retardants results in decreased expression of TXN2 protein	decreases^expression	19858236
TXN2	25828	Flame Retardants	D005411		Flame Retardants results in increased expression of TXN2 mRNA	increases^expression	19858236
TXN2	25828	hexyl cinnamic aldehyde	C080043	101-86-0	hexyl cinnamic aldehyde results in increased expression of TXN2 mRNA	increases^expression	20566472
TXN2	25828	Hydrogen Peroxide	D006861	7722-84-1	Hydrogen Peroxide results in increased oxidation of TXN2 protein	increases^oxidation	16797630|17018646|26975474
TXN2	25828	Iron	D007501	7439-89-6	[3-aminopyridine-2-carboxaldehyde thiosemicarbazone binds to Iron] which results in increased oxidation of TXN2 protein	affects^binding|increases^oxidation	21195754
TXN2	25828	isoeugenol	C036643	97-54-1	isoeugenol results in increased expression of TXN2 mRNA	increases^expression	20566472
TXN2	25828	K 7174	C410337		K 7174 results in decreased expression of TXN2 mRNA	decreases^expression	24086573
TXN2	25828	Lipopolysaccharides	D008070		[Acetaminophen co-treated with Lipopolysaccharides] results in decreased expression of TXN2 mRNA	affects^cotreatment|decreases^expression	31059760
TXN2	25828	Lipopolysaccharides	D008070		[Lipopolysaccharides co-treated with Peptidoglycan] results in increased expression of TXN2 protein	affects^cotreatment|increases^expression	21355852
TXN2	25828	Lipopolysaccharides	D008070		Thiomalates promotes the reaction [[Lipopolysaccharides co-treated with Peptidoglycan] results in increased expression of TXN2 protein]	affects^cotreatment|increases^expression|increases^reaction	21355852
TXN2	25828	Mercuric Chloride	D008627	7487-94-7	Mercuric Chloride results in increased oxidation of TXN2 protein	increases^oxidation	16337887
TXN2	25828	mito-carboxy proxyl	C571715		mito-carboxy proxyl inhibits the reaction [Troglitazone results in increased oxidation of TXN2 protein]	decreases^reaction|increases^oxidation	17975114
TXN2	25828	nickel sulfate	C029938	7786-81-4	nickel sulfate results in increased expression of TXN2 mRNA	increases^expression	20566472
TXN2	25828	ochratoxin A	C025589	303-47-9	ochratoxin A results in increased expression of TXN2 mRNA	increases^expression	17316727
TXN2	25828	Paraquat	D010269	4685-14-7	Paraquat results in increased oxidation of TXN2 protein	increases^oxidation	21402726
TXN2	25828	pentabromodiphenyl ether	C086401	32534-81-9	pentabromodiphenyl ether results in increased expression of TXN2 mRNA	increases^expression	19858236
TXN2	25828	Peptidoglycan	D010457		[Lipopolysaccharides co-treated with Peptidoglycan] results in increased expression of TXN2 protein	affects^cotreatment|increases^expression	21355852
TXN2	25828	Peptidoglycan	D010457		Thiomalates promotes the reaction [[Lipopolysaccharides co-treated with Peptidoglycan] results in increased expression of TXN2 protein]	affects^cotreatment|increases^expression|increases^reaction	21355852
TXN2	25828	Rotenone	D012402	83-79-4	Rotenone results in increased oxidation of TXN2 protein	increases^oxidation	17018646
TXN2	25828	Rotenone	D012402	83-79-4	TXN2 protein results in increased susceptibility to Rotenone	increases^response to substance	12080052
TXN2	25828	sodium arsenite	C017947	13768-07-5	sodium arsenite results in increased oxidation of TXN2 protein	increases^oxidation	16337887
TXN2	25828	sodium chromate(VI)	C028982	03/11/7775	sodium chromate(VI) results in increased oxidation of TXN2 protein	increases^oxidation	18328613
TXN2	25828	tert-Butylhydroperoxide	D020122	75-91-2	tert-Butylhydroperoxide results in increased oxidation of TXN2 protein	increases^oxidation	16797630
TXN2	25828	tert-Butylhydroperoxide	D020122	75-91-2	TXN2 protein results in decreased susceptibility to tert-Butylhydroperoxide	decreases^response to substance	18550601
TXN2	25828	Thapsigargin	D019284	67526-95-8	Thapsigargin results in increased expression of TXN2 mRNA	increases^expression	22378314
TXN2	25828	Thiomalates	D013870		Thiomalates promotes the reaction [[Lipopolysaccharides co-treated with Peptidoglycan] results in increased expression of TXN2 protein]	affects^cotreatment|increases^expression|increases^reaction	21355852
TXN2	25828	trichostatin A	C012589	58880-19-6	trichostatin A affects the expression of TXN2 mRNA	affects^expression	28542535
TXN2	25828	tris(2-carboxyethyl)phosphine	C080938	5961-85-3	tris(2-carboxyethyl)phosphine inhibits the reaction [chromium hexavalent ion results in increased oxidation of TXN2 protein]	decreases^reaction|increases^oxidation	19703554
TXN2	25828	Troglitazone	D000077288	97322-87-7	mito-carboxy proxyl inhibits the reaction [Troglitazone results in increased oxidation of TXN2 protein]	decreases^reaction|increases^oxidation	17975114
TXN2	25828	Troglitazone	D000077288	97322-87-7	Troglitazone results in increased oxidation of TXN2 protein	increases^oxidation	17975114
TXN2	25828	Tunicamycin	D014415	11089-65-9	Tunicamycin results in increased expression of TXN2 mRNA	increases^expression	22378314
TXN2	25828	Valproic Acid	D014635	99-66-1	Valproic Acid affects the expression of TXN2 mRNA	affects^expression	25979313
TXN2	25828	zinc chromate	C023616	13530-65-9	zinc chromate results in increased oxidation of TXN2 protein	increases^oxidation	18328613
TXNRD1	7296	(1,2-bis(1,2-benzisoselenazolone-3(2H)-ketone))ethane	C478160		(1,2-bis(1,2-benzisoselenazolone-3(2H)-ketone))ethane results in decreased activity of TXNRD1 protein	decreases^activity	15982805
TXNRD1	7296	(1,2-bis(1,2-benzisoselenazolone-3(2H)-ketone))ethane	C478160		[Sodium Selenite co-treated with (1,2-bis(1,2-benzisoselenazolone-3(2H)-ketone))ethane] results in decreased expression of TXNRD1 mRNA	affects^cotreatment|decreases^expression	28757135
TXNRD1	7296	(1,2-bis(1,2-benzisoselenazolone-3(2H)-ketone))ethane	C478160		[Sodium Selenite co-treated with (1,2-bis(1,2-benzisoselenazolone-3(2H)-ketone))ethane] results in decreased expression of TXNRD1 protein	affects^cotreatment|decreases^expression	28757135
TXNRD1	7296	(1,2-bis(1,2-benzisoselenazolone-3(2H)-ketone))ethane	C478160		Sodium Selenite promotes the reaction [TXNRD1 protein results in increased susceptibility to (1,2-bis(1,2-benzisoselenazolone-3(2H)-ketone))ethane]	increases^reaction|increases^response to substance	28757135
TXNRD1	7296	(1,2-bis(1,2-benzisoselenazolone-3(2H)-ketone))ethane	C478160		TXNRD1 protein results in increased susceptibility to (1,2-bis(1,2-benzisoselenazolone-3(2H)-ketone))ethane	increases^response to substance	28757135
TXNRD1	7296	1,2-dithiol-3-thione	C049325		1,2-dithiol-3-thione results in increased expression of and results in increased activity of TXNRD1 protein	increases^activity|increases^expression	25179160
TXNRD1	7296	1-(5-isoquinolinylsulfonyl)-3-methylpiperazine	C080501	84477-73-6	1-(5-isoquinolinylsulfonyl)-3-methylpiperazine inhibits the reaction [sulforafan results in increased expression of TXNRD1 mRNA]	decreases^reaction|increases^expression	12663510
TXNRD1	7296	1,6-hexamethylene diisocyanate	C015262	822-06-0	1,6-hexamethylene diisocyanate results in increased expression of TXNRD1 mRNA	increases^expression	24211530
TXNRD1	7296	1-Butanol	D020001	71-36-3	[[Gasoline co-treated with 1-Butanol] results in increased abundance of [Particulate Matter co-treated with Polycyclic Aromatic Hydrocarbons]] which results in increased expression of TXNRD1 mRNA	affects^cotreatment|increases^abundance|increases^expression	29432896
TXNRD1	7296	1-Naphthylisothiocyanate	D015058	551-06-4	[1-Naphthylisothiocyanate co-treated with Cholic Acids] affects the expression of TXNRD1 mRNA	affects^cotreatment|affects^expression	27344345
TXNRD1	7296	2,3-dimethoxy-1,4-naphthoquinone	C063002	6956-96-3	2,3-dimethoxy-1,4-naphthoquinone results in increased expression of TXNRD1 mRNA	increases^expression	17547211
TXNRD1	7296	2-butenal	C012796	4170-30-3	2-butenal results in increased expression of TXNRD1 mRNA	increases^expression	20471460
TXNRD1	7296	2-chloroethyl ethyl sulfide	C031278	693-07-2	2-chloroethyl ethyl sulfide results in decreased activity of TXNRD1 protein	decreases^activity	20345183
TXNRD1	7296	2-chloroethyl ethyl sulfide	C031278	693-07-2	TXNRD1 protein affects the susceptibility to 2-chloroethyl ethyl sulfide	affects^response to substance	20345183
TXNRD1	7296	2-cyclohexylselenazolidine-4-carboxylic acid	C578079		2-cyclohexylselenazolidine-4-carboxylic acid results in increased expression of TXNRD1 mRNA	increases^expression	22807314
TXNRD1	7296	2-cyclohexylselenazolidine-4-carboxylic acid	C578079		2-cyclohexylselenazolidine-4-carboxylic acid results in increased expression of TXNRD1 protein	increases^expression	22807314
TXNRD1	7296	2-cyclohexylselenazolidine-4-carboxylic acid	C578079		NFE2L2 mutant form inhibits the reaction [2-cyclohexylselenazolidine-4-carboxylic acid results in increased expression of TXNRD1 mRNA]	decreases^reaction|increases^expression	22807314
TXNRD1	7296	2-hydroxymethyl-2-methoxymethylazabicyclo(2.2.2)octan-3-one	C533410		2-hydroxymethyl-2-methoxymethylazabicyclo(2.2.2)octan-3-one results in decreased expression of TXNRD1 mRNA	decreases^expression	29416738
TXNRD1	7296	2-hydroxymethyl-2-methoxymethylazabicyclo(2.2.2)octan-3-one	C533410		2-hydroxymethyl-2-methoxymethylazabicyclo(2.2.2)octan-3-one results in decreased expression of TXNRD1 protein	decreases^expression	29416738
TXNRD1	7296	2-hydroxymethyl-2-methoxymethylazabicyclo(2.2.2)octan-3-one	C533410		TXNRD1 protein inhibits the reaction [2-hydroxymethyl-2-methoxymethylazabicyclo(2.2.2)octan-3-one results in increased expression of H2AX protein modified form]	decreases^reaction|increases^expression	29416738
TXNRD1	7296	2-methyl-4-isothiazolin-3-one	C011506	2682-20-4	2-methyl-4-isothiazolin-3-one results in increased expression of TXNRD1 mRNA	increases^expression	30806763
TXNRD1	7296	2-Propanol	D019840	67-63-0	2-Propanol results in increased expression of TXNRD1 mRNA	increases^expression	20566472
TXNRD1	7296	2-tert-butylhydroquinone	C018855	1948-33-0	2-tert-butylhydroquinone results in increased expression of TXNRD1 mRNA	increases^expression	12949356|30806763
TXNRD1	7296	3-(pyridin-3-ylsulfonyl)-5-(trifluoromethyl)-2H-chromen-2-one	C000623021		3-(pyridin-3-ylsulfonyl)-5-(trifluoromethyl)-2H-chromen-2-one results in increased expression of TXNRD1 mRNA	increases^expression	28790194
TXNRD1	7296	4,4'-hexafluorisopropylidene diphenol	C583074		4,4'-hexafluorisopropylidene diphenol inhibits the reaction [ESR1 protein binds to TXNRD1 protein]	affects^binding|decreases^reaction	29389661
TXNRD1	7296	4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide	C459179		[NOG protein co-treated with mercuric bromide co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of TXNRD1 mRNA	affects^cotreatment|increases^expression	27188386
TXNRD1	7296	4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide	C459179		[NOG protein co-treated with p-Chloromercuribenzoic Acid co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of TXNRD1 mRNA	affects^cotreatment|increases^expression	27188386
TXNRD1	7296	4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide	C459179		[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of TXNRD1 mRNA	affects^cotreatment|increases^expression	27188386
TXNRD1	7296	4-nitrososulfamethoxazole	C072956	131549-85-4	4-nitrososulfamethoxazole results in increased expression of TXNRD1 mRNA	increases^expression	28444390
TXNRD1	7296	7,8-diacetoxy-4-methylcoumarin	C114369		7,8-diacetoxy-4-methylcoumarin results in increased expression of TXNRD1 mRNA	increases^expression	24103856
TXNRD1	7296	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	D015123	55097-80-8	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide results in decreased expression of TXNRD1 mRNA	decreases^expression	19150397
TXNRD1	7296	7-aminocephalosporanic acid	C030735	957-68-6	7-aminocephalosporanic acid results in increased expression of TXNRD1 mRNA	increases^expression	24211530
TXNRD1	7296	7-(benzylamino)-1,3,4,8-tetrahydropyrrolo(4,3,2-de)quinolin-8(1H)-one	C553817		7-(benzylamino)-1,3,4,8-tetrahydropyrrolo(4,3,2-de)quinolin-8(1H)-one results in increased expression of TXNRD1 mRNA	increases^expression	19936915
TXNRD1	7296	8-Hydroxy-2'-Deoxyguanosine	D000080242	88847-89-6	TXNRD1 gene SNP affects the abundance of 8-Hydroxy-2'-Deoxyguanosine	affects^abundance	19896490
TXNRD1	7296	9,10-dihydro-9,10-dihydroxybenzo(a)pyrene	C020738	24909-09-9	9,10-dihydro-9,10-dihydroxybenzo(a)pyrene results in increased expression of TXNRD1 mRNA	increases^expression	26238291
TXNRD1	7296	abrine	C496492		abrine results in decreased expression of TXNRD1 mRNA	decreases^expression	31054353
TXNRD1	7296	Acetaminophen	D000082	103-90-2	Acetaminophen results in increased expression of TXNRD1 mRNA	increases^expression	21420995
TXNRD1	7296	Acetaminophen	D000082	103-90-2	Acetaminophen results in increased expression of TXNRD1 protein	increases^expression	22230336
TXNRD1	7296	Acetylcysteine	D000111	616-91-1	Acetylcysteine inhibits the reaction [Acrolein results in increased expression of TXNRD1 mRNA]	decreases^reaction|increases^expression	15652504
TXNRD1	7296	Acrolein	D000171	107-02-8	Acetylcysteine inhibits the reaction [Acrolein results in increased expression of TXNRD1 mRNA]	decreases^reaction|increases^expression	15652504
TXNRD1	7296	Acrolein	D000171	107-02-8	Acrolein results in decreased activity of TXNRD1 protein	decreases^activity	15388247|15652504|19135121
TXNRD1	7296	Acrolein	D000171	107-02-8	Acrolein results in increased expression of TXNRD1 mRNA	increases^expression	15652504|24211530
TXNRD1	7296	Acrolein	D000171	107-02-8	Cycloheximide inhibits the reaction [Acrolein results in increased expression of TXNRD1 mRNA]	decreases^reaction|increases^expression	15652504
TXNRD1	7296	Acrolein	D000171	107-02-8	Dactinomycin inhibits the reaction [Acrolein results in increased expression of TXNRD1 mRNA]	decreases^reaction|increases^expression	15652504
TXNRD1	7296	Aerosols	D000336		Aerosols results in increased expression of TXNRD1 mRNA	increases^expression	29448087|29501877|29505817
TXNRD1	7296	Aerosols	D000336		Aerosols results in increased expression of TXNRD1 protein	increases^expression	29505817
TXNRD1	7296	afimoxifene	C016601	68392-35-8	afimoxifene results in decreased expression of TXNRD1 mRNA	decreases^expression	16514628
TXNRD1	7296	Aflatoxin B1	D016604	1162-65-8	Aflatoxin B1 results in decreased methylation of TXNRD1 gene	decreases^methylation	27153756
TXNRD1	7296	Aflatoxin B1	D016604	1162-65-8	Aflatoxin B1 results in increased expression of TXNRD1 mRNA	increases^expression	27153756
TXNRD1	7296	Air Pollutants	D000393		Air Pollutants results in increased expression of TXNRD1 mRNA	increases^expression	23649983
TXNRD1	7296	allyl isothiocyanate	C004471	57-06-7	allyl isothiocyanate results in decreased activity of TXNRD1 protein	decreases^activity	17937621
TXNRD1	7296	allyl sulfide	C038491	592-88-1	allyl sulfide results in increased activity of TXNRD1 protein	increases^activity	17937621
TXNRD1	7296	ammonium hexachloroplatinate	C018453	16919-58-7	ammonium hexachloroplatinate results in increased expression of TXNRD1 mRNA	increases^expression	24211530
TXNRD1	7296	Antimony	D000965	7440-36-0	Antimony results in increased expression of TXNRD1 mRNA	increases^expression	17547211
TXNRD1	7296	Antimony Potassium Tartrate	D000966	28300-74-5	Antimony Potassium Tartrate results in increased expression of TXNRD1 mRNA	increases^expression	17547211|28713220
TXNRD1	7296	Arsenic	D001151	7440-38-2	Arsenic affects the methylation of TXNRD1 gene	affects^methylation	25304211
TXNRD1	7296	Arsenic	D001151	7440-38-2	Arsenic results in increased expression of TXNRD1 mRNA	increases^expression	29247444
TXNRD1	7296	Arsenic	D001151	7440-38-2	[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of TXNRD1 mRNA	increases^abundance|increases^expression	32525701
TXNRD1	7296	Arsenic Trioxide	D000077237	1327-53-3	Arsenic Trioxide affects the expression of TXNRD1 mRNA	affects^expression	25873331
TXNRD1	7296	Arsenic Trioxide	D000077237	1327-53-3	Arsenic Trioxide results in decreased activity of TXNRD1 protein	decreases^activity	17640917
TXNRD1	7296	Arsenic Trioxide	D000077237	1327-53-3	[INCB018424 co-treated with Arsenic Trioxide] results in decreased expression of TXNRD1 mRNA	affects^cotreatment|decreases^expression	30012499
TXNRD1	7296	Arsenic Trioxide	D000077237	1327-53-3	TXNRD1 protein results in decreased susceptibility to Arsenic Trioxide	decreases^response to substance	20707922
TXNRD1	7296	arsenite	C015001	15502-74-6	arsenite results in increased expression of TXNRD1 mRNA	increases^expression	18550526
TXNRD1	7296	Asbestos, Crocidolite	D017638	12001-28-4	Asbestos, Crocidolite results in increased expression of TXNRD1 mRNA	increases^expression	18687144
TXNRD1	7296	Aspirin	D001241	50-78-2	Aspirin results in decreased expression of TXNRD1 mRNA	decreases^expression	11906190
TXNRD1	7296	Auranofin	D001310	34031-32-8	Auranofin inhibits the reaction [Sodium Selenite results in increased activity of TXNRD1 protein]	decreases^reaction|increases^activity	19486940
TXNRD1	7296	Auranofin	D001310	34031-32-8	Auranofin promotes the reaction [Sodium Selenite results in increased expression of TXNRD1 mRNA]	increases^expression|increases^reaction	19486940
TXNRD1	7296	Auranofin	D001310	34031-32-8	Auranofin results in decreased activity of TXNRD1 protein	decreases^activity	18405881|18789312|21172426
TXNRD1	7296	Auranofin	D001310	34031-32-8	Auranofin results in increased expression of TXNRD1 mRNA	increases^expression	19486940
TXNRD1	7296	Auranofin	D001310	34031-32-8	Auranofin results in increased oxidation of TXNRD1 protein	increases^oxidation	19486940
TXNRD1	7296	Auranofin	D001310	34031-32-8	potassium tellurate(IV) promotes the reaction [Auranofin results in increased oxidation of TXNRD1 protein]	increases^oxidation|increases^reaction	19486940
TXNRD1	7296	Auranofin	D001310	34031-32-8	Sodium Selenite promotes the reaction [Auranofin results in increased oxidation of TXNRD1 protein]	increases^oxidation|increases^reaction	19486940
TXNRD1	7296	Aurothioglucose	D006051	12192-57-3	Aurothioglucose results in decreased activity of TXNRD1 protein	decreases^activity	21172426
TXNRD1	7296	avobenzone	C049935		avobenzone results in increased expression of TXNRD1 mRNA	increases^expression	31016361
TXNRD1	7296	Azathioprine	D001379	446-86-6	Azathioprine results in increased expression of TXNRD1 mRNA	increases^expression	22623647
TXNRD1	7296	Bandrowski's base	C051597	20048-27-5	Bandrowski's base results in increased expression of TXNRD1 mRNA	increases^expression	20566472
TXNRD1	7296	Benzo(a)pyrene	D001564	50-32-8	Benzo(a)pyrene affects the methylation of TXNRD1 promoter	affects^methylation	27901495
TXNRD1	7296	Benzo(a)pyrene	D001564	50-32-8	Benzo(a)pyrene results in increased expression of TXNRD1 mRNA	increases^expression	20106945|21632981|22316170|26238291
TXNRD1	7296	Benzo(a)pyrene	D001564	50-32-8	Benzo(a)pyrene results in increased methylation of TXNRD1 5' UTR	increases^methylation	27901495
TXNRD1	7296	Benzoic Acid	D019817		Benzoic Acid results in increased expression of TXNRD1 mRNA	increases^expression	20566472
TXNRD1	7296	benzyl isothiocyanate	C031403	622-78-6	benzyl isothiocyanate results in decreased activity of TXNRD1 protein	decreases^activity	17937621
TXNRD1	7296	benzyl isothiocyanate	C031403	622-78-6	NADP affects the reaction [benzyl isothiocyanate results in decreased activity of TXNRD1 protein]	affects^reaction|decreases^activity	17937621
TXNRD1	7296	benzyloxycarbonylleucyl-leucyl-leucine aldehyde	C072553		benzyloxycarbonylleucyl-leucyl-leucine aldehyde results in increased expression of TXNRD1 mRNA	increases^expression	18550526
TXNRD1	7296	beta-methylcholine	C044887	7562-87-0	beta-methylcholine affects the expression of TXNRD1 mRNA	affects^expression	21179406
TXNRD1	7296	beta-Naphthoflavone	D019324	6051-87-2	beta-Naphthoflavone results in increased expression of TXNRD1 mRNA	increases^expression	12949356|19737606
TXNRD1	7296	bisphenol A	C006780	80-05-7	bisphenol A affects the expression of TXNRD1 mRNA	affects^expression	30903817
TXNRD1	7296	bisphenol A	C006780	80-05-7	bisphenol A results in increased expression of TXNRD1 mRNA	increases^expression	29275510
TXNRD1	7296	Bosentan	D000077300	147536-97-8	Bosentan results in increased expression of TXNRD1 mRNA	increases^expression	29761207
TXNRD1	7296	Buthionine Sulfoximine	D019328	5072-26-4	Buthionine Sulfoximine inhibits the reaction [sulforafan results in increased expression of TXNRD1 mRNA]	decreases^reaction|increases^expression	12663510
TXNRD1	7296	Buthionine Sulfoximine	D019328	5072-26-4	Buthionine Sulfoximine promotes the reaction [Sodium Selenite results in increased activity of TXNRD1 protein]	increases^activity|increases^reaction	12663510
TXNRD1	7296	Buthionine Sulfoximine	D019328	5072-26-4	Buthionine Sulfoximine results in increased expression of TXNRD1 mRNA	increases^expression	12663510
TXNRD1	7296	C646 compound	C584509		C646 compound results in decreased expression of TXNRD1 mRNA	decreases^expression	26191083
TXNRD1	7296	Cacodylic Acid	D002101	75-60-5	[sodium arsenite co-treated with monomethylarsonic acid co-treated with Cacodylic Acid] affects the expression of TXNRD1 mRNA	affects^cotreatment|affects^expression	23192986
TXNRD1	7296	Cadmium	D002104	7440-43-9	[Cadmium Chloride results in increased abundance of Cadmium] which results in increased expression of TXNRD1 mRNA	increases^abundance|increases^expression	29741670
TXNRD1	7296	Cadmium	D002104	7440-43-9	Cadmium results in increased expression of TXNRD1 mRNA	increases^expression	17547211|21120746|21172416|24284285
TXNRD1	7296	Cadmium Chloride	D019256	10108-64-2	Cadmium Chloride promotes the reaction [NFE2L2 protein binds to TXNRD1 promoter]	affects^binding|increases^reaction	15521073
TXNRD1	7296	Cadmium Chloride	D019256	10108-64-2	[Cadmium Chloride results in increased abundance of Cadmium] which results in increased expression of TXNRD1 mRNA	increases^abundance|increases^expression	29741670
TXNRD1	7296	Cadmium Chloride	D019256	10108-64-2	Cadmium Chloride results in increased expression of TXNRD1 mRNA	increases^expression	15521073|17547211|25596134|26472689|26525392
TXNRD1	7296	cadmium sulfate	C037123	10124-36-4	cadmium sulfate results in increased expression of TXNRD1 mRNA	increases^expression	21783983
TXNRD1	7296	Caffeine	D002110	58-08-2	Caffeine results in decreased expression of TXNRD1 mRNA	decreases^expression	18444173
TXNRD1	7296	Calcitriol	D002117	32222-06-3	Calcitriol results in increased expression of TXNRD1 mRNA	increases^expression	16002434
TXNRD1	7296	captax	C005563	149-30-4	captax results in increased expression of TXNRD1 mRNA	increases^expression	24211530
TXNRD1	7296	Carbamazepine	D002220	298-46-4	Carbamazepine affects the expression of TXNRD1 mRNA	affects^expression	24752500|25979313
TXNRD1	7296	cerous chloride	C026690	7790-86-5	cerous chloride results in increased expression of TXNRD1 mRNA	increases^expression	28954213
TXNRD1	7296	chlorite	C001599	1318-59-8	chlorite results in decreased activity of TXNRD1 protein	decreases^activity	27478981
TXNRD1	7296	chloroacetaldehyde	C004656	107-20-0	chloroacetaldehyde affects the expression of TXNRD1 mRNA	affects^expression	25596134
TXNRD1	7296	chlorobenzene	C031294	108-90-7	chlorobenzene results in increased expression of TXNRD1 mRNA	increases^expression	19800902
TXNRD1	7296	chloropicrin	C100187	76-06-2	chloropicrin results in increased expression of TXNRD1 mRNA	increases^expression	24211530|26352163
TXNRD1	7296	Chlorpromazine	D002746	50-53-3	[Chlorpromazine co-treated with Cholic Acids] affects the expression of TXNRD1 mRNA	affects^cotreatment|affects^expression	27344345
TXNRD1	7296	Cholic Acids	D002793		[1-Naphthylisothiocyanate co-treated with Cholic Acids] affects the expression of TXNRD1 mRNA	affects^cotreatment|affects^expression	27344345
TXNRD1	7296	Cholic Acids	D002793		[Chlorpromazine co-treated with Cholic Acids] affects the expression of TXNRD1 mRNA	affects^cotreatment|affects^expression	27344345
TXNRD1	7296	Cholic Acids	D002793		[Cyclosporine co-treated with Cholic Acids] affects the expression of TXNRD1 mRNA	affects^cotreatment|affects^expression	27344345
TXNRD1	7296	Cholic Acids	D002793		[Ethinyl Estradiol co-treated with Cholic Acids] affects the expression of TXNRD1 mRNA	affects^cotreatment|affects^expression	27344345
TXNRD1	7296	Cidofovir	D000077404	113852-37-2	Cidofovir results in increased expression of TXNRD1 mRNA	increases^expression	25596134
TXNRD1	7296	cinnamic aldehyde	C012843	104-55-2	cinnamic aldehyde results in increased expression of TXNRD1 mRNA	increases^expression	19000754|24211530|30806763
TXNRD1	7296	cinnamic aldehyde	C012843	104-55-2	cinnamic aldehyde results in increased expression of TXNRD1 protein	increases^expression	18304597
TXNRD1	7296	cinnamyl alcohol	C020722	104-54-1	cinnamyl alcohol results in increased expression of TXNRD1 mRNA	increases^expression	20566472
